quantifier,Answer.time_in_minutes,block_trial,utterance_label,color,type,position,Answer.bonus,label,utterance,trial,Answer.condition,clicked,percentage,init_images,workerid,block
some,8.60595,8,color,blue,25_50_1,2,195,target, The machine dispensed some of the blue ones.,44,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
many,8.60595,1,quantifier,blue,75_100_1,1,195,competitor, The machine dispensed many of the,45,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,1,quantifier,orange,75_100_1,2,195,target, The machine dispensed many of the,45,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,1,color,blue,75_100_1,1,195,competitor, The machine dispensed many of the orange ones.,45,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,1,color,orange,75_100_1,2,195,target, The machine dispensed many of the orange ones.,45,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,2,quantifier,blue,25_50_2,1,195,target, The machine dispensed some of the,46,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,2,quantifier,orange,25_50_2,2,195,competitor, The machine dispensed some of the,46,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,2,color,blue,25_50_2,1,195,target, The machine dispensed some of the blue ones.,46,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,2,color,orange,25_50_2,2,195,competitor, The machine dispensed some of the blue ones.,46,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,3,quantifier,blue,90_0_1,1,195,target, The machine dispensed many of the,47,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,3,quantifier,orange,90_0_1,2,195,competitor, The machine dispensed many of the,47,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,3,color,blue,90_0_1,1,195,target, The machine dispensed many of the blue ones.,47,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,3,color,orange,90_0_1,2,195,competitor, The machine dispensed many of the blue ones.,47,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
many,8.60595,4,quantifier,orange,50_90_2,1,195,target, The machine dispensed many of the,48,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
many,8.60595,4,quantifier,blue,50_90_2,2,195,competitor, The machine dispensed many of the,48,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
many,8.60595,4,color,orange,50_90_2,1,195,target, The machine dispensed many of the orange ones.,48,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
many,8.60595,4,color,blue,50_90_2,2,195,competitor, The machine dispensed many of the orange ones.,48,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
some,8.60595,5,quantifier,orange,25_50_1,1,195,target, The machine dispensed some of the,49,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
some,8.60595,5,quantifier,blue,25_50_1,2,195,competitor, The machine dispensed some of the,49,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
some,8.60595,5,color,orange,25_50_1,1,195,target, The machine dispensed some of the orange ones.,49,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
some,8.60595,5,color,blue,25_50_1,2,195,competitor, The machine dispensed some of the orange ones.,49,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,6
none,8.60595,6,quantifier,blue,90_0_2,1,195,competitor, The machine dispensed none of the,50,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
none,8.60595,6,quantifier,orange,90_0_2,2,195,target, The machine dispensed none of the,50,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
none,8.60595,6,color,blue,90_0_2,1,195,competitor, The machine dispensed none of the orange ones.,50,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
none,8.60595,6,color,orange,90_0_2,2,195,target, The machine dispensed none of the orange ones.,50,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
all,8.60595,7,quantifier,blue,75_100_2,1,195,target, The machine dispensed all of the,51,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
all,8.60595,7,quantifier,orange,75_100_2,2,195,competitor, The machine dispensed all of the,51,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
all,8.60595,7,color,blue,75_100_2,1,195,target, The machine dispensed all of the blue ones.,51,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
all,8.60595,7,color,orange,75_100_2,2,195,competitor, The machine dispensed all of the blue ones.,51,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,8,quantifier,blue,50_90_1,1,195,target, The machine dispensed some of the,52,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,8,quantifier,orange,50_90_1,2,195,competitor, The machine dispensed some of the,52,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,8,color,blue,50_90_1,1,195,target, The machine dispensed some of the blue ones.,52,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,8,color,orange,50_90_1,2,195,competitor, The machine dispensed some of the blue ones.,52,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,6
some,8.60595,1,quantifier,blue,25_50_2,1,195,competitor, The machine dispensed some of the,53,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,1,quantifier,orange,25_50_2,2,195,target, The machine dispensed some of the,53,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,1,color,blue,25_50_2,1,195,competitor, The machine dispensed some of the orange ones.,53,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,1,color,orange,25_50_2,2,195,target, The machine dispensed some of the orange ones.,53,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,2,quantifier,blue,25_50_1,1,195,target, The machine dispensed some of the,54,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,2,quantifier,orange,25_50_1,2,195,competitor, The machine dispensed some of the,54,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,2,color,blue,25_50_1,1,195,target, The machine dispensed some of the blue ones.,54,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,2,color,orange,25_50_1,2,195,competitor, The machine dispensed some of the blue ones.,54,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
many,8.60595,3,quantifier,orange,75_100_1,1,195,target, The machine dispensed many of the,55,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,3,quantifier,blue,75_100_1,2,195,competitor, The machine dispensed many of the,55,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,3,color,orange,75_100_1,1,195,target, The machine dispensed many of the orange ones.,55,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,3,color,blue,75_100_1,2,195,competitor, The machine dispensed many of the orange ones.,55,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,4,quantifier,orange,50_90_2,1,195,competitor, The machine dispensed many of the,56,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,4,quantifier,blue,50_90_2,2,195,target, The machine dispensed many of the,56,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,4,color,orange,50_90_2,1,195,competitor, The machine dispensed many of the blue ones.,56,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,4,color,blue,50_90_2,2,195,target, The machine dispensed many of the blue ones.,56,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
some,8.60595,5,quantifier,blue,50_90_1,1,195,target, The machine dispensed some of the,57,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,5,quantifier,orange,50_90_1,2,195,competitor, The machine dispensed some of the,57,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,5,color,blue,50_90_1,1,195,target, The machine dispensed some of the blue ones.,57,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,5,color,orange,50_90_1,2,195,competitor, The machine dispensed some of the blue ones.,57,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
many,8.60595,6,quantifier,orange,90_0_1,1,195,target, The machine dispensed many of the,58,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,6,quantifier,blue,90_0_1,2,195,competitor, The machine dispensed many of the,58,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,6,color,orange,90_0_1,1,195,target, The machine dispensed many of the orange ones.,58,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
many,8.60595,6,color,blue,90_0_1,2,195,competitor, The machine dispensed many of the orange ones.,58,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
all,8.60595,7,quantifier,orange,75_100_2,1,195,competitor, The machine dispensed all of the,59,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
all,8.60595,7,quantifier,blue,75_100_2,2,195,target, The machine dispensed all of the,59,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
all,8.60595,7,color,orange,75_100_2,1,195,competitor, The machine dispensed all of the blue ones.,59,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
all,8.60595,7,color,blue,75_100_2,2,195,target, The machine dispensed all of the blue ones.,59,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7
none,8.60595,8,quantifier,blue,90_0_2,1,195,competitor, The machine dispensed none of the,60,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
none,8.60595,8,quantifier,orange,90_0_2,2,195,target, The machine dispensed none of the,60,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
none,8.60595,8,color,blue,90_0_2,1,195,competitor, The machine dispensed none of the orange ones.,60,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
none,8.60595,8,color,orange,90_0_2,2,195,target, The machine dispensed none of the orange ones.,60,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7
some,8.60595,1,quantifier,orange,50_90_1,1,195,target, The machine dispensed some of the,61,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
some,8.60595,1,quantifier,blue,50_90_1,2,195,competitor, The machine dispensed some of the,61,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
some,8.60595,1,color,orange,50_90_1,1,195,target, The machine dispensed some of the orange ones.,61,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
some,8.60595,1,color,blue,50_90_1,2,195,competitor, The machine dispensed some of the orange ones.,61,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
many,8.60595,2,quantifier,blue,75_100_1,1,195,target, The machine dispensed many of the,62,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,2,quantifier,orange,75_100_1,2,195,competitor, The machine dispensed many of the,62,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,2,color,blue,75_100_1,1,195,target, The machine dispensed many of the blue ones.,62,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,2,color,orange,75_100_1,2,195,competitor, The machine dispensed many of the blue ones.,62,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,3,quantifier,blue,90_0_1,1,195,target, The machine dispensed many of the,63,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,3,quantifier,orange,90_0_1,2,195,competitor, The machine dispensed many of the,63,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,3,color,blue,90_0_1,1,195,target, The machine dispensed many of the blue ones.,63,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,3,color,orange,90_0_1,2,195,competitor, The machine dispensed many of the blue ones.,63,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
some,8.60595,4,quantifier,blue,25_50_2,1,195,target, The machine dispensed some of the,64,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
some,8.60595,4,quantifier,orange,25_50_2,2,195,competitor, The machine dispensed some of the,64,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
some,8.60595,4,color,blue,25_50_2,1,195,target, The machine dispensed some of the blue ones.,64,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
some,8.60595,4,color,orange,25_50_2,2,195,competitor, The machine dispensed some of the blue ones.,64,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
none,8.60595,5,quantifier,blue,90_0_2,1,195,competitor, The machine dispensed none of the,65,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
none,8.60595,5,quantifier,orange,90_0_2,2,195,target, The machine dispensed none of the,65,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
none,8.60595,5,color,blue,90_0_2,1,195,competitor, The machine dispensed none of the orange ones.,65,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
none,8.60595,5,color,orange,90_0_2,2,195,target, The machine dispensed none of the orange ones.,65,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,6,quantifier,blue,50_90_2,1,195,competitor, The machine dispensed many of the,66,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,6,quantifier,orange,50_90_2,2,195,target, The machine dispensed many of the,66,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,6,color,blue,50_90_2,1,195,competitor, The machine dispensed many of the orange ones.,66,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
many,8.60595,6,color,orange,50_90_2,2,195,target, The machine dispensed many of the orange ones.,66,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
all,8.60595,7,quantifier,blue,75_100_2,1,195,competitor, The machine dispensed all of the,67,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
all,8.60595,7,quantifier,orange,75_100_2,2,195,target, The machine dispensed all of the,67,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
all,8.60595,7,color,blue,75_100_2,1,195,competitor, The machine dispensed all of the orange ones.,67,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
all,8.60595,7,color,orange,75_100_2,2,195,target, The machine dispensed all of the orange ones.,67,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8
some,8.60595,8,quantifier,orange,25_50_1,1,195,competitor, The machine dispensed some of the,68,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
some,8.60595,8,quantifier,blue,25_50_1,2,195,target, The machine dispensed some of the,68,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
some,8.60595,8,color,orange,25_50_1,1,195,competitor, The machine dispensed some of the blue ones.,68,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
some,8.60595,8,color,blue,25_50_1,2,195,target, The machine dispensed some of the blue ones.,68,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8
all,9.368633333333333,1,quantifier,orange,0_100_2,1,194,target, The machine dispensed all of the,1,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
all,9.368633333333333,1,quantifier,blue,0_100_2,2,194,competitor, The machine dispensed all of the,1,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
all,9.368633333333333,1,color,orange,0_100_2,1,194,target, The machine dispensed all of the orange ones.,1,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
all,9.368633333333333,1,color,blue,0_100_2,2,194,competitor, The machine dispensed all of the orange ones.,1,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
none,9.368633333333333,2,quantifier,orange,0_100_1,1,194,competitor, The machine dispensed none of the,2,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
none,9.368633333333333,2,quantifier,blue,0_100_1,2,194,target, The machine dispensed none of the,2,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
none,9.368633333333333,2,color,orange,0_100_1,1,194,competitor, The machine dispensed none of the blue ones.,2,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
none,9.368633333333333,2,color,blue,0_100_1,2,194,target, The machine dispensed none of the blue ones.,2,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,0
all,9.368633333333333,3,quantifier,blue,0_100_2,1,194,target, The machine dispensed all of the,3,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,0
